0.545049	1.12074	1.93261	-0.0521746	-0.217867	0.251426	0	0	0	0	0	0	0	0	0
0.545926	1.12132	1.93544	-0.065674	-0.216065	0.251515	0.0970278	0.0111332	0.263361	-0.0411134	0.0203329	-0.00098061	0	0	0
0.54972	1.12222	1.94179	-0.0675737	-0.223851	0.264661	0.206457	-0.0156645	0.531561	-0.117322	0.0113572	0.00832357	0.000777374	-0.000586459	0.00250464
0.556294	1.12185	1.94797	-0.0408692	-0.231829	0.27582	0.285081	-0.0641849	0.702028	-0.147351	0.0581079	0.0320926	0.00979175	-0.00633801	0.0264862
0.563305	1.12093	1.95206	-0.0360037	-0.24739	0.268796	0.337757	-0.0618102	0.789848	-0.0657376	0.065972	0.021391	0.0344017	-0.0261061	0.0914148
0.570532	1.12066	1.95508	-0.0525983	-0.25892	0.267251	0.39002	-0.0400782	0.852807	-0.0538788	0.0732301	0.0235981	0.0889767	-0.0707343	0.224746
0.580446	1.12139	1.95611	-0.0562587	-0.283291	0.275776	0.452268	-0.0190753	0.882252	-0.0511933	0.0638142	0.0250323	0.205818	-0.15685	0.515481
0.590032	1.12291	1.94894	-0.0641883	-0.28634	0.288938	0.510043	-0.0108368	0.836254	-0.0355433	0.0571318	0.0267587	0.357086	-0.252878	0.930647
0.605863	1.12486	1.93591	-0.074136	-0.276469	0.28615	0.577898	-0.011296	0.767093	-0.0343029	0.056812	0.0281175	0.619944	-0.395047	1.67011
0.619903	1.12645	1.91271	-0.0838779	-0.274146	0.284771	0.60611	-0.0199378	0.644994	-0.0316525	0.0533813	0.0330708	0.936507	-0.544725	2.53609
0.634683	1.12744	1.88293	-0.0927398	-0.275342	0.27372	0.614063	-0.0306099	0.515506	-0.0300001	0.054088	0.0430216	1.30552	-0.703232	3.51234
0.648726	1.12796	1.84659	-0.108909	-0.282423	0.264742	0.624902	-0.034135	0.388066	-0.0298971	0.0527026	0.0449088	1.6848	-0.855632	4.51623
0.678732	1.12729	1.77219	-0.125369	-0.28528	0.284764	0.655249	-0.105998	0.267999	-0.0544307	0.0444618	0.0718184	2.32938	-1.09019	6.13275
0.68607	1.12541	1.71918	-0.115149	-0.2829	0.283039	0.625836	-0.13676	0.0952654	-0.0700701	0.0323555	0.0796388	2.68546	-1.22106	7.01559
0.694263	1.12294	1.67514	-0.113788	-0.271751	0.288937	0.595366	-0.144862	0.0272209	-0.0686266	0.0283715	0.0827763	2.95442	-1.32914	7.66586
0.705449	1.11933	1.62603	-0.119681	-0.282905	0.294615	0.544148	-0.159916	0.0497623	-0.0728054	0.0355662	0.0886928	3.23546	-1.45257	8.31488
0.712629	1.11578	1.57544	-0.121212	-0.314808	0.292957	0.489568	-0.172269	0.0508555	-0.0651812	0.0366716	0.0960871	3.50845	-1.57543	8.94458
0.717578	1.11215	1.52246	-0.147771	-0.324779	0.273778	0.469405	-0.169222	0.0705104	-0.0653649	0.0415502	0.107329	3.76463	-1.69892	9.55182
0.72109	1.10906	1.46789	-0.153092	-0.355204	0.269638	0.450512	-0.1717	0.082246	-0.0667612	0.0407392	0.114115	4.00689	-1.8204	10.1325
0.723127	1.10634	1.4116	-0.145717	-0.366953	0.266337	0.449826	-0.16926	0.0957088	-0.0696408	0.036818	0.118542	4.23499	-1.93972	10.684
